,td,ttd_mr_per,ttd_mr_add,ttd_mr_mul,ttd_mr_inv,ttd_mr_inc,ttd_mr_exc,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
391,"[7, 18, -11]","[7, -11, 18]","[9, 20, -9]","[14, 36, -22]","[0.14285714285714285, 0.05555555555555555, -0.09090909090909091]","[2, 7, 18, -11]","[18, -11]",-11,-11,-9,-22,-0.09090909090909091,-11,-11,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
392,"[-27, 22, -13, -27, -12, -4, 8, 19, -19, 19, -32, 18, 12]","[-4, -32, 8, 19, -19, 19, 22, -27, 12, -12, 18, -27, -13]","[-25, 24, -11, -25, -10, -2, 10, 21, -17, 21, -30, 20, 14]","[-54, 44, -26, -54, -24, -8, 16, 38, -38, 38, -64, 36, 24]","[-0.037037037037037035, 0.045454545454545456, -0.07692307692307693, -0.037037037037037035, -0.08333333333333333, -0.25, 0.125, 0.05263157894736842, -0.05263157894736842, 0.05263157894736842, -0.03125, 0.05555555555555555, 0.08333333333333333]","[-27, 22, 2, -13, -27, -12, -4, 8, 19, -19, 19, -32, 18, 12]","[-27, -13, -27, -12, -4, 8, 19, -19, 19, -32, 18, 12]",-32,-32,-30,-64,-0.25,-32,-32,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
393,"[-24, -11, 9, -23, -24, -27]","[9, -23, -27, -11, -24, -24]","[-22, -9, 11, -21, -22, -25]","[-48, -22, 18, -46, -48, -54]","[-0.041666666666666664, -0.09090909090909091, 0.1111111111111111, -0.043478260869565216, -0.041666666666666664, -0.037037037037037035]","[-24, -11, 9, 2, -23, -24, -27]","[-24, -11, 9, -23, -24]",-27,-27,-25,-54,-0.09090909090909091,-27,-24,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
394,"[3, 1, -17, -16, 2, -26, -23, -8, -22, -25, -12, 7, 7, -5]","[2, 7, -23, -5, -8, -16, -17, 7, -12, -26, 3, -25, -22, 1]","[5, 3, -15, -14, 4, -24, -21, -6, -20, -23, -10, 9, 9, -3]","[6, 2, -34, -32, 4, -52, -46, -16, -44, -50, -24, 14, 14, -10]","[0.3333333333333333, 1.0, -0.058823529411764705, -0.0625, 0.5, -0.038461538461538464, -0.043478260869565216, -0.125, -0.045454545454545456, -0.04, -0.08333333333333333, 0.14285714285714285, 0.14285714285714285, -0.2]","[3, 1, -17, -16, 2, -26, -23, 2, -8, -22, -25, -12, 7, 7, -5]","[3, 1, -17, -16, 2, -26, -23, -8, -22, -25, 7, 7, -5]",-26,-26,-24,-52,-0.2,-26,-26,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
395,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
396,"[14, -12, -9, -2, 9, -9, -21, 21, -23, -15, 19, -10, -17]","[-15, -2, 9, -10, -23, 14, -9, -21, -9, 19, -12, 21, -17]","[16, -10, -7, 0, 11, -7, -19, 23, -21, -13, 21, -8, -15]","[28, -24, -18, -4, 18, -18, -42, 42, -46, -30, 38, -20, -34]","[0.07142857142857142, -0.08333333333333333, -0.1111111111111111, -0.5, 0.1111111111111111, -0.1111111111111111, -0.047619047619047616, 0.047619047619047616, -0.043478260869565216, -0.06666666666666667, 0.05263157894736842, -0.1, -0.058823529411764705]","[14, -12, -9, -2, 9, 2, -9, -21, 21, -23, -15, 19, -10, -17]","[14, -12, -9, -2, 9, -21, 21, -23, -15, 19, -10, -17]",-23,-23,-21,-46,-0.5,-23,-23,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
397,"[-7, -6, 0]","[-7, 0, -6]","[-5, -4, 2]","[-14, -12, 0]","[-0.14285714285714285, -0.16666666666666666, 'ZeroDivisionError']","[-7, -6, 0, 2]","[-7, -6]",-7,-7,-5,-14,error,-7,-7,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
398,"[-11, 17, 9, -2, -13, -19, -5, -14]","[-11, 17, -2, -5, -14, -13, 9, -19]","[-9, 19, 11, 0, -11, -17, -3, -12]","[-22, 34, 18, -4, -26, -38, -10, -28]","[-0.09090909090909091, 0.058823529411764705, 0.1111111111111111, -0.5, -0.07692307692307693, -0.05263157894736842, -0.2, -0.07142857142857142]","[-11, 2, 17, 9, -2, -13, -19, -5, -14]","[-11, 17, -2, -13, -19, -5, -14]",-19,-19,-17,-38,-0.5,-19,-19,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
399,"[7, -13, 5, -9, -8, 6, -3, 15, -10, 3, 1, -9, 15, 9]","[-8, 9, 15, 3, 1, -9, -10, 6, -3, -9, -13, 5, 15, 7]","[9, -11, 7, -7, -6, 8, -1, 17, -8, 5, 3, -7, 17, 11]","[14, -26, 10, -18, -16, 12, -6, 30, -20, 6, 2, -18, 30, 18]","[0.14285714285714285, -0.07692307692307693, 0.2, -0.1111111111111111, -0.125, 0.16666666666666666, -0.3333333333333333, 0.06666666666666667, -0.1, 0.3333333333333333, 1.0, -0.1111111111111111, 0.06666666666666667, 0.1111111111111111]","[7, -13, 5, -9, -8, 6, -3, 15, -10, 2, 3, 1, -9, 15, 9]","[7, -13, 5, -9, -8, 6, -3, 15, -10, 3, 1, 15, 9]",-13,-13,-11,-26,-0.3333333333333333,-13,-13,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
400,"[-2, 24]","[24, -2]","[0, 26]","[-4, 48]","[-0.5, 0.041666666666666664]","[-2, 24, 2]",[24],-2,-2,0,-4,-0.5,-2,24,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
401,"[-19, 21, 14, 9]","[21, 9, -19, 14]","[-17, 23, 16, 11]","[-38, 42, 28, 18]","[-0.05263157894736842, 0.047619047619047616, 0.07142857142857142, 0.1111111111111111]","[-19, 21, 14, 9, 2]","[-19, 21, 9]",-19,-19,-17,-38,-0.05263157894736842,-19,-19,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
402,"[-15, 11, -6, 3, -20, 13, -11, -6, -16, -29, -1]","[-11, -6, -16, 11, -15, -1, 13, -20, -29, 3, -6]","[-13, 13, -4, 5, -18, 15, -9, -4, -14, -27, 1]","[-30, 22, -12, 6, -40, 26, -22, -12, -32, -58, -2]","[-0.06666666666666667, 0.09090909090909091, -0.16666666666666666, 0.3333333333333333, -0.05, 0.07692307692307693, -0.09090909090909091, -0.16666666666666666, -0.0625, -0.034482758620689655, -1.0]","[-15, 11, -6, 2, 3, -20, 13, -11, -6, -16, -29, -1]","[-15, 11, 3, -20, 13, -11, -6, -16, -29, -1]",-29,-29,-27,-58,-1.0,-29,-29,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
403,"[4, -2, -18, 13, 16]","[13, 4, -18, -2, 16]","[6, 0, -16, 15, 18]","[8, -4, -36, 26, 32]","[0.25, -0.5, -0.05555555555555555, 0.07692307692307693, 0.0625]","[4, -2, -18, 13, 2, 16]","[4, -18, 13, 16]",-18,-18,-16,-36,-0.5,-18,-18,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
404,"[-26, -24, -10, 17, -24, 21, -23, 3, -19, 2, -13, -7, 11, 24]","[-24, -23, 17, -26, 3, -24, 21, 24, -7, -13, 11, 2, -10, -19]","[-24, -22, -8, 19, -22, 23, -21, 5, -17, 4, -11, -5, 13, 26]","[-52, -48, -20, 34, -48, 42, -46, 6, -38, 4, -26, -14, 22, 48]","[-0.038461538461538464, -0.041666666666666664, -0.1, 0.058823529411764705, -0.041666666666666664, 0.047619047619047616, -0.043478260869565216, 0.3333333333333333, -0.05263157894736842, 0.5, -0.07692307692307693, -0.14285714285714285, 0.09090909090909091, 0.041666666666666664]","[-26, -24, -10, 17, 2, -24, 21, -23, 3, -19, 2, -13, -7, 11, 24]","[-24, -10, 17, -24, 21, -23, 3, -19, 2, -13, -7, 11, 24]",-26,-26,-24,-52,-0.14285714285714285,-26,-24,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
405,"[5, -24, 24, -25, -27, -17]","[-24, -17, 5, 24, -25, -27]","[7, -22, 26, -23, -25, -15]","[10, -48, 48, -50, -54, -34]","[0.2, -0.041666666666666664, 0.041666666666666664, -0.04, -0.037037037037037035, -0.058823529411764705]","[2, 5, -24, 24, -25, -27, -17]","[5, -24, 24, -25, -27]",-27,-27,-25,-54,-0.058823529411764705,-27,-27,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
406,"[-18, 1, 19, -9, -7]","[19, -18, -9, -7, 1]","[-16, 3, 21, -7, -5]","[-36, 2, 38, -18, -14]","[-0.05555555555555555, 1.0, 0.05263157894736842, -0.1111111111111111, -0.14285714285714285]","[-18, 1, 2, 19, -9, -7]","[-18, 1, -9, -7]",-18,-18,-16,-36,-0.14285714285714285,-18,-18,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
407,"[-15, 7, 10, 25, -11, -2, -6, -4, 12, 12]","[-4, 12, 7, -15, 25, 12, -11, -2, -6, 10]","[-13, 9, 12, 27, -9, 0, -4, -2, 14, 14]","[-30, 14, 20, 50, -22, -4, -12, -8, 24, 24]","[-0.06666666666666667, 0.14285714285714285, 0.1, 0.04, -0.09090909090909091, -0.5, -0.16666666666666666, -0.25, 0.08333333333333333, 0.08333333333333333]","[-15, 7, 10, 2, 25, -11, -2, -6, -4, 12, 12]","[-15, 7, 25, -11, -2, -6, -4, 12, 12]",-15,-15,-13,-30,-0.5,-15,-15,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
408,"[-16, -10, 10, -9, 6, 24]","[24, 6, 10, -10, -16, -9]","[-14, -8, 12, -7, 8, 26]","[-32, -20, 20, -18, 12, 48]","[-0.0625, -0.1, 0.1, -0.1111111111111111, 0.16666666666666666, 0.041666666666666664]","[-16, -10, 10, 2, -9, 6, 24]","[-10, 10, -9, 6, 24]",-16,-16,-14,-32,-0.1111111111111111,-16,-10,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
409,"[-1, -15, 1, -8, -12]","[-12, -1, -8, -15, 1]","[1, -13, 3, -6, -10]","[-2, -30, 2, -16, -24]","[-1.0, -0.06666666666666667, 1.0, -0.125, -0.08333333333333333]","[-1, -15, 1, -8, 2, -12]","[-1, -15, 1, -12]",-15,-15,-13,-30,-1.0,-15,-15,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
410,"[20, 14, -26, 10, 2, 18, -27, 16, -12, 4, -28, 9]","[-28, 20, -27, 2, 16, 18, -26, -12, 10, 14, 9, 4]","[22, 16, -24, 12, 4, 20, -25, 18, -10, 6, -26, 11]","[40, 28, -52, 20, 4, 36, -54, 32, -24, 8, -56, 18]","[0.05, 0.07142857142857142, -0.038461538461538464, 0.1, 0.5, 0.05555555555555555, -0.037037037037037035, 0.0625, -0.08333333333333333, 0.25, -0.03571428571428571, 0.1111111111111111]","[20, 14, 2, -26, 10, 2, 18, -27, 16, -12, 4, -28, 9]","[20, 14, -26, 10, 18, -27, 16, -12, 4, -28, 9]",-28,-28,-26,-56,-0.08333333333333333,-28,-28,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
411,"[16, -11, 13, 2, -1, -3]","[-11, 2, 13, -3, 16, -1]","[18, -9, 15, 4, 1, -1]","[32, -22, 26, 4, -2, -6]","[0.0625, -0.09090909090909091, 0.07692307692307693, 0.5, -1.0, -0.3333333333333333]","[16, -11, 13, 2, 2, -1, -3]","[16, 13, 2, -1, -3]",-11,-11,-9,-22,-1.0,-11,-3,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
412,"[18, -11, 24, -26, -22, 23, -3, -25, -9, 29, 22]","[29, 24, -22, 18, -26, -25, -11, 22, -9, 23, -3]","[20, -9, 26, -24, -20, 25, -1, -23, -7, 31, 24]","[36, -22, 48, -52, -44, 46, -6, -50, -18, 58, 44]","[0.05555555555555555, -0.09090909090909091, 0.041666666666666664, -0.038461538461538464, -0.045454545454545456, 0.043478260869565216, -0.3333333333333333, -0.04, -0.1111111111111111, 0.034482758620689655, 0.045454545454545456]","[18, -11, 24, -26, -22, 23, 2, -3, -25, -9, 29, 22]","[18, -11, 24, -26, 23, -3, -25, -9, 29, 22]",-26,-26,-24,-52,-0.3333333333333333,-26,-26,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
413,[-11],[-11],[-9],[-22],[-0.09090909090909091],"[2, -11]",[],-11,-11,-9,-22,-0.09090909090909091,-11,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
414,"[-7, -3, 19, -4, 6, -12, 6, 7, -9]","[-4, -7, -12, -3, 6, 19, 7, -9, 6]","[-5, -1, 21, -2, 8, -10, 8, 9, -7]","[-14, -6, 38, -8, 12, -24, 12, 14, -18]","[-0.14285714285714285, -0.3333333333333333, 0.05263157894736842, -0.25, 0.16666666666666666, -0.08333333333333333, 0.16666666666666666, 0.14285714285714285, -0.1111111111111111]","[-7, -3, 19, 2, -4, 6, -12, 6, 7, -9]","[-7, -3, -4, 6, -12, 6, 7, -9]",-12,-12,-10,-24,-0.3333333333333333,-12,-12,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
415,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
416,"[-5, -16, 5, -16, -6, 15, -8, 19, -13, -18, 4, 17]","[-6, -18, -16, -5, 17, 5, 19, -13, -8, 4, -16, 15]","[-3, -14, 7, -14, -4, 17, -6, 21, -11, -16, 6, 19]","[-10, -32, 10, -32, -12, 30, -16, 38, -26, -36, 8, 34]","[-0.2, -0.0625, 0.2, -0.0625, -0.16666666666666666, 0.06666666666666667, -0.125, 0.05263157894736842, -0.07692307692307693, -0.05555555555555555, 0.25, 0.058823529411764705]","[2, -5, -16, 5, -16, -6, 15, -8, 19, -13, -18, 4, 17]","[-5, -16, -16, -6, 15, -8, 19, -13, -18, 4, 17]",-18,-18,-16,-36,-0.2,-18,-18,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
417,"[-28, -2, -13, 17, 26, -6, 11, -28, 23, -5, 25, -20, 17, -7]","[-13, 17, -28, 26, 11, -28, -2, -20, 23, -6, -5, -7, 17, 25]","[-26, 0, -11, 19, 28, -4, 13, -26, 25, -3, 27, -18, 19, -5]","[-56, -4, -26, 34, 52, -12, 22, -56, 46, -10, 50, -40, 34, -14]","[-0.03571428571428571, -0.5, -0.07692307692307693, 0.058823529411764705, 0.038461538461538464, -0.16666666666666666, 0.09090909090909091, -0.03571428571428571, 0.043478260869565216, -0.2, 0.04, -0.05, 0.058823529411764705, -0.14285714285714285]","[-28, 2, -2, -13, 17, 26, -6, 11, -28, 23, -5, 25, -20, 17, -7]","[-28, -2, 17, 26, -6, 11, -28, 23, -5, 25, -20, 17, -7]",-28,-28,-26,-56,-0.5,-28,-28,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
418,"[-15, 13, 7, 17, -12, 2, -14, -18, 14, -10, 17, 18, -13, -11]","[2, 7, 13, 17, -18, 17, -14, 14, -13, -12, -10, -11, 18, -15]","[-13, 15, 9, 19, -10, 4, -12, -16, 16, -8, 19, 20, -11, -9]","[-30, 26, 14, 34, -24, 4, -28, -36, 28, -20, 34, 36, -26, -22]","[-0.06666666666666667, 0.07692307692307693, 0.14285714285714285, 0.058823529411764705, -0.08333333333333333, 0.5, -0.07142857142857142, -0.05555555555555555, 0.07142857142857142, -0.1, 0.058823529411764705, 0.05555555555555555, -0.07692307692307693, -0.09090909090909091]","[-15, 13, 7, 17, -12, 2, -14, -18, 14, -10, 17, 18, 2, -13, -11]","[-15, 13, 7, 17, -12, 2, -18, 14, -10, 17, 18, -13, -11]",-18,-18,-16,-36,-0.1,-18,-18,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
419,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
420,[-12],[-12],[-10],[-24],[-0.08333333333333333],"[-12, 2]",[],-12,-12,-10,-24,-0.08333333333333333,-12,error,No-violate,Violate,Violate,No-violate,error,0,1,1,0,error
421,"[15, -8, 4, 22, 23, 7, -26]","[23, -26, 4, -8, 7, 22, 15]","[17, -6, 6, 24, 25, 9, -24]","[30, -16, 8, 44, 46, 14, -52]","[0.06666666666666667, -0.125, 0.25, 0.045454545454545456, 0.043478260869565216, 0.14285714285714285, -0.038461538461538464]","[15, -8, 4, 22, 23, 7, 2, -26]","[15, 4, 22, 23, 7, -26]",-26,-26,-24,-52,-0.125,-26,-26,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
422,"[-1, -19, 8, 9, 9, -2, 27]","[-2, -1, 9, -19, 27, 8, 9]","[1, -17, 10, 11, 11, 0, 29]","[-2, -38, 16, 18, 18, -4, 54]","[-1.0, -0.05263157894736842, 0.125, 0.1111111111111111, 0.1111111111111111, -0.5, 0.037037037037037035]","[-1, -19, 8, 9, 2, 9, -2, 27]","[-1, -19, 8, 9, 9, 27]",-19,-19,-17,-38,-1.0,-19,-19,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
423,"[-24, -7, 15, -19, -22, 21, -18, 3, -19, -27, 23, -16, 13]","[3, 23, -24, 13, -27, 15, -19, -16, -18, -19, 21, -22, -7]","[-22, -5, 17, -17, -20, 23, -16, 5, -17, -25, 25, -14, 15]","[-48, -14, 30, -38, -44, 42, -36, 6, -38, -54, 46, -32, 26]","[-0.041666666666666664, -0.14285714285714285, 0.06666666666666667, -0.05263157894736842, -0.045454545454545456, 0.047619047619047616, -0.05555555555555555, 0.3333333333333333, -0.05263157894736842, -0.037037037037037035, 0.043478260869565216, -0.0625, 0.07692307692307693]","[-24, -7, 15, 2, -19, -22, 21, -18, 3, -19, -27, 23, -16, 13]","[-24, -7, 15, -22, 21, -18, 3, -19, -27, 23, -16, 13]",-27,-27,-25,-54,-0.14285714285714285,-27,-27,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
424,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
425,"[24, 31, 20, 31, 28, 0, -7, 4, -23, 2]","[24, 2, -23, 4, 28, 31, -7, 0, 20, 31]","[26, 33, 22, 33, 30, 2, -5, 6, -21, 4]","[48, 62, 40, 62, 56, 0, -14, 8, -46, 4]","[0.041666666666666664, 0.03225806451612903, 0.05, 0.03225806451612903, 0.03571428571428571, 'ZeroDivisionError', -0.14285714285714285, 0.25, -0.043478260869565216, 0.5]","[24, 31, 20, 2, 31, 28, 0, -7, 4, -23, 2]","[24, 20, 31, 28, 0, -7, 4, -23, 2]",-23,-23,-21,-46,error,-23,-23,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
426,[],[],[],[],[],[2],[],error,error,error,error,error,2,error,error,error,error,error,error,error,error,error,error,error
427,"[3, 11, 20, 18, 4]","[3, 11, 4, 20, 18]","[5, 13, 22, 20, 6]","[6, 22, 40, 36, 8]","[0.3333333333333333, 0.09090909090909091, 0.05, 0.05555555555555555, 0.25]","[3, 11, 20, 18, 4, 2]","[3, 11, 20, 18]",3,3,5,6,0.05,2,3,No-violate,No-violate,No-violate,Violate,No-violate,0,0,0,1,0
428,"[8, 11, -18, 4, -6, 19, -11, -17]","[19, -11, 8, -18, -6, -17, 4, 11]","[10, 13, -16, 6, -4, 21, -9, -15]","[16, 22, -36, 8, -12, 38, -22, -34]","[0.125, 0.09090909090909091, -0.05555555555555555, 0.25, -0.16666666666666666, 0.05263157894736842, -0.09090909090909091, -0.058823529411764705]","[8, 11, -18, 4, -6, 19, -11, 2, -17]","[8, 11, -18, 4, -6, 19, -17]",-18,-18,-16,-36,-0.16666666666666666,-18,-18,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
429,"[-12, 13, -25, -24, -12, -1, -16, -19, 4]","[-1, -12, -19, -25, -24, 13, -12, -16, 4]","[-10, 15, -23, -22, -10, 1, -14, -17, 6]","[-24, 26, -50, -48, -24, -2, -32, -38, 8]","[-0.08333333333333333, 0.07692307692307693, -0.04, -0.041666666666666664, -0.08333333333333333, -1.0, -0.0625, -0.05263157894736842, 0.25]","[-12, 13, -25, -24, 2, -12, -1, -16, -19, 4]","[-12, -25, -24, -12, -1, -16, -19, 4]",-25,-25,-23,-50,-1.0,-25,-25,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
430,"[-11, 2, 2, 11, -13, -5, -18, 18, 18, 16, -6]","[-5, 2, 16, 18, 18, -13, -18, -11, 2, -6, 11]","[-9, 4, 4, 13, -11, -3, -16, 20, 20, 18, -4]","[-22, 4, 4, 22, -26, -10, -36, 36, 36, 32, -12]","[-0.09090909090909091, 0.5, 0.5, 0.09090909090909091, -0.07692307692307693, -0.2, -0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.0625, -0.16666666666666666]","[-11, 2, 2, 11, 2, -13, -5, -18, 18, 18, 16, -6]","[2, 2, 11, -13, -5, -18, 18, 18, 16, -6]",-18,-18,-16,-36,-0.2,-18,-18,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
431,"[27, -11, 3, -27, -22, -25, 0, 28, 19]","[0, -22, -27, 27, -11, -25, 3, 28, 19]","[29, -9, 5, -25, -20, -23, 2, 30, 21]","[54, -22, 6, -54, -44, -50, 0, 56, 38]","[0.037037037037037035, -0.09090909090909091, 0.3333333333333333, -0.037037037037037035, -0.045454545454545456, -0.04, 'ZeroDivisionError', 0.03571428571428571, 0.05263157894736842]","[27, -11, 3, -27, -22, -25, 0, 28, 19, 2]","[27, -11, 3, -27, -22, -25, 0, 28]",-27,-27,-25,-54,error,-27,-27,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
432,"[-17, 8, -3]","[-17, -3, 8]","[-15, 10, -1]","[-34, 16, -6]","[-0.058823529411764705, 0.125, -0.3333333333333333]","[2, -17, 8, -3]","[8, -3]",-17,-17,-15,-34,-0.3333333333333333,-17,-3,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
433,"[21, -2, 13, 20, 5, 27, -20, 7, 5, 6, -21, 20]","[-21, -2, 20, 21, 20, 7, 5, -20, 6, 27, 5, 13]","[23, 0, 15, 22, 7, 29, -18, 9, 7, 8, -19, 22]","[42, -4, 26, 40, 10, 54, -40, 14, 10, 12, -42, 40]","[0.047619047619047616, -0.5, 0.07692307692307693, 0.05, 0.2, 0.037037037037037035, -0.05, 0.14285714285714285, 0.2, 0.16666666666666666, -0.047619047619047616, 0.05]","[21, 2, -2, 13, 20, 5, 27, -20, 7, 5, 6, -21, 20]","[21, -2, 13, 20, 27, -20, 7, 5, 6, -21, 20]",-21,-21,-19,-42,-0.5,-21,-21,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
434,"[-11, 9]","[9, -11]","[-9, 11]","[-22, 18]","[-0.09090909090909091, 0.1111111111111111]","[2, -11, 9]",[-11],-11,-11,-9,-22,-0.09090909090909091,-11,-11,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
435,"[-24, 6, -6, -21, -11]","[-11, 6, -6, -21, -24]","[-22, 8, -4, -19, -9]","[-48, 12, -12, -42, -22]","[-0.041666666666666664, 0.16666666666666666, -0.16666666666666666, -0.047619047619047616, -0.09090909090909091]","[-24, 6, -6, -21, -11, 2]","[-24, -6, -21, -11]",-24,-24,-22,-48,-0.16666666666666666,-24,-24,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
436,"[-12, -17, 6]","[6, -17, -12]","[-10, -15, 8]","[-24, -34, 12]","[-0.08333333333333333, -0.058823529411764705, 0.16666666666666666]","[-12, -17, 6, 2]","[-17, 6]",-17,-17,-15,-34,-0.08333333333333333,-17,-17,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
437,"[-25, 13, 23, 12, 11, 9, 8, 8, 5]","[8, -25, 12, 23, 8, 9, 11, 13, 5]","[-23, 15, 25, 14, 13, 11, 10, 10, 7]","[-50, 26, 46, 24, 22, 18, 16, 16, 10]","[-0.04, 0.07692307692307693, 0.043478260869565216, 0.08333333333333333, 0.09090909090909091, 0.1111111111111111, 0.125, 0.125, 0.2]","[-25, 13, 23, 12, 11, 9, 8, 8, 2, 5]","[-25, 13, 23, 12, 9, 8, 8, 5]",-25,-25,-23,-50,-0.04,-25,-25,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
438,"[28, 18, -24, -13, 2, -13]","[-24, 28, 2, 18, -13, -13]","[30, 20, -22, -11, 4, -11]","[56, 36, -48, -26, 4, -26]","[0.03571428571428571, 0.05555555555555555, -0.041666666666666664, -0.07692307692307693, 0.5, -0.07692307692307693]","[28, 2, 18, -24, -13, 2, -13]","[28, 18, -13, 2, -13]",-24,-24,-22,-48,-0.07692307692307693,-24,-13,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
439,"[-16, 8, -14, -21]","[8, -16, -14, -21]","[-14, 10, -12, -19]","[-32, 16, -28, -42]","[-0.0625, 0.125, -0.07142857142857142, -0.047619047619047616]","[-16, 8, -14, -21, 2]","[8, -14, -21]",-21,-21,-19,-42,-0.07142857142857142,-21,-21,No-violate,Violate,Violate,No-violate,No-violate,0,1,1,0,0
440,[12],[12],[14],[24],[0.08333333333333333],"[2, 12]",[],12,12,14,24,0.08333333333333333,2,error,No-violate,No-violate,No-violate,Violate,error,0,0,0,1,error
441,"[30, 15, -8, -10, -4]","[15, 30, -4, -8, -10]","[32, 17, -6, -8, -2]","[60, 30, -16, -20, -8]","[0.03333333333333333, 0.06666666666666667, -0.125, -0.1, -0.25]","[30, 15, -8, -10, 2, -4]","[30, 15, -8, -4]",-10,-10,-8,-20,-0.25,-10,-8,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
442,"[-6, 17, 28, -7, 7, 18, 19, 21]","[19, 17, 7, 28, 18, 21, -6, -7]","[-4, 19, 30, -5, 9, 20, 21, 23]","[-12, 34, 56, -14, 14, 36, 38, 42]","[-0.16666666666666666, 0.058823529411764705, 0.03571428571428571, -0.14285714285714285, 0.14285714285714285, 0.05555555555555555, 0.05263157894736842, 0.047619047619047616]","[-6, 17, 28, -7, 7, 2, 18, 19, 21]","[-6, 17, 28, 7, 18, 19, 21]",-7,-7,-5,-14,-0.16666666666666666,-7,-6,No-violate,Violate,Violate,No-violate,Violate,0,1,1,0,1
443,"[-9, 2, 2, -19, 6, -18, 14, 12, 14, 0, 12, 8, 2, 9]","[2, 14, -19, -9, 14, -18, 6, 2, 8, 9, 12, 0, 12, 2]","[-7, 4, 4, -17, 8, -16, 16, 14, 16, 2, 14, 10, 4, 11]","[-18, 4, 4, -38, 12, -36, 28, 24, 28, 0, 24, 16, 4, 18]","[-0.1111111111111111, 0.5, 0.5, -0.05263157894736842, 0.16666666666666666, -0.05555555555555555, 0.07142857142857142, 0.08333333333333333, 0.07142857142857142, 'ZeroDivisionError', 0.08333333333333333, 0.125, 0.5, 0.1111111111111111]","[-9, 2, 2, -19, 6, -18, 14, 12, 14, 0, 12, 8, 2, 9, 2]","[-9, 2, -19, 6, -18, 14, 12, 14, 0, 12, 8, 2, 9]",-19,-19,-17,-38,error,-19,-19,No-violate,Violate,error,No-violate,No-violate,0,1,error,0,0
444,[25],[25],[27],[50],[0.04],"[2, 25]",[],25,25,27,50,0.04,2,error,No-violate,No-violate,No-violate,Violate,error,0,0,0,1,error
