,id,td_a,td_b,td_type_a,td_type_b,size_td_a,size_td_b
944,bbLxkY8v3AQK6nqjNVBCKv,"[-6, 13, 13, 13, -4, 6, -7, 7, -2, 13, -5, -1, 14]","[9, 13, 2, 7, 3, 8, 12, 3, -3, -2, 4, -5, 10]",<class 'list'>,<class 'list'>,13,13
945,4ukdSMnAhWzRf2Vtx6m2vN,"[7, -1, -1, 13, 1, 2, 9, 4, 11, 16, 0, 16]","[-1, 9, 8, -12, -8, 8, 11, 9, 5, 16, 4, 13]",<class 'list'>,<class 'list'>,12,12
946,D4WQSTMb6CsLd4jR3iADXQ,"[16, -5, -1, -4, 7, 6, 3, 0, 4, 11, 6, 5, 16, 16]","[9, 6, 7, 11, 8, 0, 14, 2, 11, 2, 9, 1, 14, 6]",<class 'list'>,<class 'list'>,14,14
947,dywGx8R8WSR2t8WJdCtxhB,"[4, -12, -16, -12, -4, -14, -19, -17, 5, -10, -14, -11, 2]","[1, -19, -9, -2, -2, -17, -19, -19, 1, 3, -19, -7, -9]",<class 'list'>,<class 'list'>,13,13
948,k3CdopGgydgxLvndw2YTci,"[9, -7, -10, -1, -8, 2, 0, -6, -7, 9, 8]","[5, 10, 10, 4, 7, 11, 8, -11, 2, 14, 3]",<class 'list'>,<class 'list'>,11,11
949,X7jaL6dWCp3YNPpvENfvpt,"[6, -3, 12, 7, 4, 3, -8, -1, 4, 7, 14]","[6, 10, -4, 3, 0, -5, 11, -6, -5, -1, 11]",<class 'list'>,<class 'list'>,11,11
950,cbdWSmayAJ7sxJpa9w5Ug6,"[14, 2, 2, 1, -4, 14, 12, 7, 2, 14, 0, -2]","[14, 2, -4, 11, 9, 14, 5, 10, 11, -3, -1, 14]",<class 'list'>,<class 'list'>,12,12
951,Q7seMLJCpRoSaUTPoPBTwa,"[4, -2, 14, 16]","[2, -1, 15, 11]",<class 'list'>,<class 'list'>,4,4
952,ioNnaFL5H2JmcbPmp6ADXp,"[4, -3, -9, -6, 2, -9, -11]","[-11, -10, -7, 4, 0, -5, -4]",<class 'list'>,<class 'list'>,7,7
953,DEfCN35RjFtRk23VxHahvT,"[-2, -1, -4, -15, 4, 5, -7, 3, -15, 0]","[-16, -7, 1, -16, -10, -4, 0, -5, -12, -10]",<class 'list'>,<class 'list'>,10,10
954,hdvmCs23e3YorPdDtF8ozM,"[2, 7, -1, -9, 7, -13, -5, -6, -4]","[6, 1, -6, -11, 7, -4, 7, -13, -2]",<class 'list'>,<class 'list'>,9,9
955,9CGgEQng8dWErvxaeyTiKP,[-6],[-6],<class 'list'>,<class 'list'>,1,1
956,ZzMMAQjMQuQPZ8UNy4dJu5,"[14, 12, 9, 17, 3, -9, 3, 11, 1, -4, 17, 1, 15]","[10, 3, 6, -5, -5, 10, 7, -2, -10, 8, -6, -7, -9]",<class 'list'>,<class 'list'>,13,13
957,V4Se37SeHwnokKrLDFxchd,"[-8, -1, -1, -10, -5, -10, -4, -10, -7, 2, -9]","[-5, -2, 4, 0, -5, -8, -16, -7, 0, -4, -12]",<class 'list'>,<class 'list'>,11,11
958,N8CUg4PcTQHedjipVP3fd6,"[9, 4]","[-10, -5]",<class 'list'>,<class 'list'>,2,2
959,diEoLeMNpadissSuDDXiDN,"[-11, -2, -5, 0, -7, 13, 3, 14, -1, 9]","[2, 14, 9, -14, -8, 11, -4, 0, 9, 5]",<class 'list'>,<class 'list'>,10,10
960,c3J5JeJzSETwYA6YjPgaxF,"[-1, 9, 3, -8, -1, 14, -12]","[-12, -10, -5, -3, 3, 3, -4]",<class 'list'>,<class 'list'>,7,7
961,GSxZmUbxqEcnzgut8TCKth,"[15, 14, -2, 10, -10, 15, 13, 11]","[11, -8, 16, 14, 7, -2, -9, 2]",<class 'list'>,<class 'list'>,8,8
962,4Mdp3zEAenMYvRehkDwQQS,"[1, -6, -7]","[4, 3, -9]",<class 'list'>,<class 'list'>,3,3
963,RfgtfZ8hAJXdNWXcyUerjw,"[0, 1, -4, 3, 1, 1, 6, -3, 3, 2, 5, 0, 5, 5]","[-7, -2, -3, -6, 5, -4, 3, -5, 2, 6, -6, -7, -7, 5]",<class 'list'>,<class 'list'>,14,14
964,RaTJjUzKEfT6rugCGVvQc6,"[-5, -9, -13, -5, -10, -13, 0, -3]","[4, -8, -13, -3, -10, -17, -11, -4]",<class 'list'>,<class 'list'>,8,8
965,QBT9xkhuCYUDFLDTQQESMM,"[18, -1, 2, 8, -11, 16, 0, -6, -7]","[7, 13, -3, -1, -11, 15, 5, -1, 12]",<class 'list'>,<class 'list'>,9,9
966,TZahgB4gGGrfLUkAAQne3N,"[8, 5, -4, -4, -4, 5, -4, 0, 6, 0, 2, 8]","[7, 5, 8, 7, -2, -4, 4, 5, 3, -1, -2, 1]",<class 'list'>,<class 'list'>,12,12
967,YFsvbxebCsU6MNRuiECe2f,[-3],[6],<class 'list'>,<class 'list'>,1,1
968,2dg5t5gVysEY7giascgMZU,"[-3, 6, -1, -9, 3, 11, 8, 17]","[12, 1, 5, 16, 17, 7, 4, -7]",<class 'list'>,<class 'list'>,8,8
969,6dGoK7v4p45oDKsYd4pArF,"[4, -4, 5, 8, -12, -14, -9, 3]","[2, 8, 1, -4, -7, 6, 5, 10]",<class 'list'>,<class 'list'>,8,8
970,ZGTYR2Truku2WCaopQ5RpM,"[5, 0, -11, -10, 0, 5, -7, 5, 6]","[4, 4, 4, -7, 5, -7, -6, -5, -12]",<class 'list'>,<class 'list'>,9,9
971,TehvgBSd54JxK5T4oQG5f3,"[2, -6, 2, -2, -5, -7, 2, 0, 1]","[2, 4, -10, -8, -7, -9, -9, 3, 4]",<class 'list'>,<class 'list'>,9,9
972,2LkZhN2GhngLxjBVsNgjUM,"[-6, 4, 0, 2, 1, -7, -2, 3, -10, -6, 10, 1, 2, -7]","[7, 11, 10, -3, -9, -5, -1, 12, -2, -10, 12, 12, 12, 8]",<class 'list'>,<class 'list'>,14,14
973,UqqMKGugkCVXL4EnMF7QiK,"[-10, 5, -18, -15, 0, -3, -13, -16, -15, 8, 6]","[-18, 8, -13, -9, 6, 0, -5, -18, -5, -15, 5]",<class 'list'>,<class 'list'>,11,11
974,JxR4AaeeZj4hQVDQ3qcr9K,"[-9, -10, 9, 8, 7, 5, 7, -7]","[4, -11, 4, -9, -11, 2, 8, 6]",<class 'list'>,<class 'list'>,8,8
975,dwgmJY2xovgh7rhyLCy7qd,"[1, 13, 10, -2, -1, -11, 13, -1]","[-5, 4, 6, 6, 9, -9, -6, -6]",<class 'list'>,<class 'list'>,8,8
976,mn2uizQ3nZ8AWU7Gfocui2,"[-3, -5, -4, -5, -1, -5, 1, -7, -7, 4]","[1, 0, -5, 2, 2, -2, -6, 4, 2, 2]",<class 'list'>,<class 'list'>,10,10
977,MZ9DKyva6EHnFCGXf3Rq87,"[11, -9, 5, -8, -5, 7, -11, 4, -5]","[-10, 10, 10, 9, -5, -4, 8, 8, -1]",<class 'list'>,<class 'list'>,9,9
978,MHHuEayyWiwCbez7ZedDGV,"[-18, -1, 1, -12, -12]","[-8, 10, -4, -17, 12]",<class 'list'>,<class 'list'>,5,5
979,ndvNyx65hMeK7enUekavTW,"[-2, -6, 11, 6, 11, 12, -4, -6, 11, -2, 3, -4, 11, 6]","[0, 9, -1, 0, -4, 10, -5, 3, -1, 5, 8, 5, 0, 4]",<class 'list'>,<class 'list'>,14,14
980,LjL33koHC4rHQiqeCuoVvT,"[10, -11, 4, -18, -8, -15, -9, 9, 10, -18]","[-13, 1, -4, -1, -13, -16, 3, 10, -9, 0]",<class 'list'>,<class 'list'>,10,10
981,goii9Nf7fczAAYbS5nyQtz,"[6, 5, -1, -7, -8, 2, -8, 6, -9, 3, -7, -2, -2, -2]","[-11, -10, -6, 6, -10, -6, -1, -10, 1, -5, 6, -9, -4, -9]",<class 'list'>,<class 'list'>,14,14
982,gW2QasTUh6UEqxu445tP5m,"[5, 3, -14, 5, -14, -5, -1, 6]","[7, -12, -7, 0, -1, -14, -13, 0]",<class 'list'>,<class 'list'>,8,8
983,m6U4D4TAtAYHwRZgCyWdrU,"[-3, 10, -6, 10, -2, 3, 2, 7, 4]","[-1, 3, -6, -4, 3, 0, -6, 5, -4]",<class 'list'>,<class 'list'>,9,9
984,n3NcnoPcwdyUukW9FUF39E,"[-7, 5, -3, -4, -4]","[5, -4, -1, -3, -6]",<class 'list'>,<class 'list'>,5,5
985,ii2oG3hneY9uGavxcJxKRv,"[-5, 11, 14, -1, 5, 12, 4, 2, 9, 10, -1, -4]","[-6, -4, 2, -6, -4, 9, 6, 2, 2, 1, -4, 14]",<class 'list'>,<class 'list'>,12,12
986,HkuQcgVSXjNRSBvFL5ssdZ,"[-9, 1, 2, -3, 2, -4]","[-10, 0, 5, -4, 4, -2]",<class 'list'>,<class 'list'>,6,6
987,cV9smtQt6k48jCAzk8hZkd,"[5, -7]","[-1, 2]",<class 'list'>,<class 'list'>,2,2
988,EYSwje87mzAkvg9tpoYaku,"[-2, -3, 0, -9, -11, 4, -6, 7, -14, 12, -3]","[3, -2, -3, 12, 6, -7, 7, 10, 2, -7, -1]",<class 'list'>,<class 'list'>,11,11
989,CbuXCPVGWHxH7YrAtscWTk,"[-7, 1, -13, -18, -10, -11, -18, -16, -8, -18, 5, -11]","[0, 5, -17, 4, -16, 7, 0, -2, -4, -9, -9, 4]",<class 'list'>,<class 'list'>,12,12
990,krk6aaHqXeJFzpoiADwmtr,"[7, -10]","[-7, 1]",<class 'list'>,<class 'list'>,2,2
991,VXph2LgKjUZzUH77mAgEkP,"[12, -2, -16, -4]","[13, 5, -9, -2]",<class 'list'>,<class 'list'>,4,4
992,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
993,FdWcjB5kmWe9YuAdgwkFjx,"[0, 0, 4, -9, -2, -3]","[-5, -2, 0, 2, -7, -3]",<class 'list'>,<class 'list'>,6,6
994,bZCfD7mNzJNPZK8NytKL3j,"[-14, -4, -3, 4, -2, 3, -5, -1, -2, -17, -1]","[-3, -16, 7, -1, -7, 9, -10, -2, 13, -14, 12]",<class 'list'>,<class 'list'>,11,11
995,m3hEcYP3jTpxffYCBsNda3,"[-4, -19, -1, -11, -13, -5, -14]","[-11, -9, -7, -16, 0, 1, 0]",<class 'list'>,<class 'list'>,7,7
996,ftLE9qxVHmzGcPBv2DJniT,"[-6, -1, -4, 3, 2, 4, -3]","[3, -7, -3, -5, -2, -3, -7]",<class 'list'>,<class 'list'>,7,7
997,UfsPKy7g9ypGeJBzHGHR6r,"[-12, 5, 7, -12, -6, -14]","[-4, -5, -7, 13, 6, -3]",<class 'list'>,<class 'list'>,6,6
998,SUHkuTZKsHLntffYoWLadS,"[-11, 2, 7, -2, -10, -2, -6, 1, 7, 8, 7, -13, -8]","[-6, -15, 7, -15, -10, -7, -6, -7, -12, -17, -16, -6, 8]",<class 'list'>,<class 'list'>,13,13
999,AxMA4BuePdEE4VykJmYtoh,"[6, 5, 4, 0]","[0, 4, 7, 3]",<class 'list'>,<class 'list'>,4,4
1000,j44LrCzbRZQwFxuPYVX5RV,"[0, -3, -14, 3, -3, -3, -10, 7, -2]","[1, 6, 0, 8, -15, -12, -17, 3, 3]",<class 'list'>,<class 'list'>,9,9
1001,73n7CDeFxM75YRBNaQP73K,"[-12, -2, 5, -3, -13, 9, -4, 11, -5, -9, -14, -10, -10]","[2, -12, -12, 4, -4, 11, 8, 4, 7, 9, -12, 10, 0]",<class 'list'>,<class 'list'>,13,13
1002,96AGVbS2XGxGB2dyQCdtuv,"[4, 2, 0, -5, -4, 3, 1, 5, -9, -10, -9, -5]","[5, -11, 1, 0, 0, 0, -4, -11, 3, -11, -2, 4]",<class 'list'>,<class 'list'>,12,12
1003,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1004,DNn4hvm7BNJAb9xngVjvvy,"[-1, 2, -1, 2, 1, -6, -1, -2, -1, 5, -2, 4, 6, -6]","[-4, 4, 8, 5, 6, -5, -4, -4, -3, -6, -6, -4, 3, 8]",<class 'list'>,<class 'list'>,14,14
1005,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1006,kJ6xXiASRkwRu45C79hNJi,"[-4, -1, -5, 15, 2, 9, 1, 11, -2, -5, -4, -10, 14]","[6, -4, -7, -3, -10, 9, 12, -11, 7, 16, 8, 14, 17]",<class 'list'>,<class 'list'>,13,13
1007,26Tttagpg54BfAvm3cni7T,"[2, 3, -7, -3, 1, -6, -5, -6, -3, -9, 5, -7]","[-1, 2, -4, -8, -1, -7, -9, -1, 5, 3, 5, 5]",<class 'list'>,<class 'list'>,12,12
1008,iWaSqw57fEDTToq7L3m6jx,"[-3, -5, -2]","[-3, 3, -1]",<class 'list'>,<class 'list'>,3,3
1009,Wndogvpdjn23uUyxoDBEGW,"[-4, 7, 9, -5, -7, 4, -8, -1, -2, 8, -12, -8, -7]","[4, 7, 0, -9, 1, 4, 9, 9, -7, 1, 1, -11, 10]",<class 'list'>,<class 'list'>,13,13
1010,V2RudSTBfsJckCQcvd6NWm,"[-11, -8, 7, 0, 5, -11, 0, -6, -9]","[-9, 7, -11, 1, -7, 4, 2, -4, -9]",<class 'list'>,<class 'list'>,9,9
1011,5wTSeeCwvcoFs77KPZDNXK,"[-3, 14, 0, 6, 3, 13]","[-10, 17, 17, 17, -10, 18]",<class 'list'>,<class 'list'>,6,6
1012,DUsArFJggEg76knTRcuAbU,"[13, -3, -1, -9, -16]","[-10, 4, -15, -15, -10]",<class 'list'>,<class 'list'>,5,5
1013,5cBnKUvJAbo7EZoYLWsRQk,"[7, 4]","[7, 5]",<class 'list'>,<class 'list'>,2,2
1014,5FvUnzpGXJfjUC9KF5uz7s,"[-9, -6]","[0, 6]",<class 'list'>,<class 'list'>,2,2
1015,nZumvn6AXWHY5C6VVuko9f,"[10, -15, 7, -6, 3, -18, 2, -9, 2, -1, -16, -18, -3, -8]","[-11, -17, -18, 1, -17, -1, 2, 10, -14, 1, 8, -15, -5, 3]",<class 'list'>,<class 'list'>,14,14
1016,Wr3NrqPrz3bZ7RFBSBiRHG,[-12],[-7],<class 'list'>,<class 'list'>,1,1
1017,HQvxpMAcTZvgx3ngvC9xcW,"[-8, 2, -7]","[7, -3, -2]",<class 'list'>,<class 'list'>,3,3
1018,TX9FvQBJ7EKoab7DYUwVu4,[9],[-9],<class 'list'>,<class 'list'>,1,1
1019,Xn74e6sSkvLKqpLwtSofPb,"[-9, -13, -3, -5, 3, -6, -5, -6, -3, 4]","[-7, -3, -10, -1, -3, -6, -13, -3, -11, -2]",<class 'list'>,<class 'list'>,10,10
1020,Zspz3cj6ppLiDtWVquqVjJ,"[-7, -1, -5, -16, -8, -16, 0, -12, -8, 0]","[-2, -4, -10, -16, -16, 1, -9, -10, -15, -5]",<class 'list'>,<class 'list'>,10,10
1021,SCxsfxCvGT93WwYBumEpKo,"[-8, 2, -4, -9, -15, -3, -7, 3, 5, 3, -4, -8, -8]","[-8, -15, 1, -16, 2, 5, -4, -9, -11, -12, 3, 5, -13]",<class 'list'>,<class 'list'>,13,13
1022,mM2LzVhRxvpfWwtXLZ96y8,"[10, 2]","[-1, 5]",<class 'list'>,<class 'list'>,2,2
1023,WfSkR95AyoeTQaJ6FBJKfM,"[8, 2, -8, -3]","[2, -11, -3, 10]",<class 'list'>,<class 'list'>,4,4
1024,nnCsCaU5d37EfsLLqKo6x3,"[-6, -1]","[-11, -10]",<class 'list'>,<class 'list'>,2,2
1025,dz3ea3waEnnVSNzXvp7rPw,"[-16, 0, -7, -1, 6, 15, -1]","[-13, -4, -7, -1, 7, -15, 11]",<class 'list'>,<class 'list'>,7,7
1026,B9FjeVLFHSWK2jG8i34SuC,"[-1, 0, -7, 4, -10, -10, -7, 3, -3]","[-3, -2, -8, -2, -2, -4, 3, 5, -4]",<class 'list'>,<class 'list'>,9,9
1027,8EmKwQzPGZcAfEHZX49LXQ,"[10, 1, 14, 3]","[9, -7, -4, 6]",<class 'list'>,<class 'list'>,4,4
1028,L6DCasCL5nSaxX9W3zZ4ZA,"[14, 12, -6, 1, 9, -5, 12, 12]","[11, -10, 12, -6, -1, 2, -2, 7]",<class 'list'>,<class 'list'>,8,8
1029,Nd8yNK942at7zgN4LzUomm,"[-1, 9, 4, 9]","[-4, 7, -4, -1]",<class 'list'>,<class 'list'>,4,4
1030,FRRTXBjCoDBSpzXCzabjUy,"[0, -11, -9]","[-11, -10, -15]",<class 'list'>,<class 'list'>,3,3
1031,ANEB6uNXkjYbqJTas3jSd8,"[-4, -7, 5, -3, -5, -1, 6, 7, -11]","[-7, -11, -10, 7, -9, -8, -3, -4, 1]",<class 'list'>,<class 'list'>,9,9
1032,nhd8PKgv75EKmfBVmkr9cM,"[2, -13, -10, -4]","[-15, -14, -11, 2]",<class 'list'>,<class 'list'>,4,4
1033,C5yb9aXBr7SfotYVufwhpJ,"[-4, 9, -1, -2, -13, 5, 2, 11, 7, -9, -1, 8, 9, 9]","[9, -2, 1, 2, -6, 0, 8, -11, -10, 4, -13, 11, 2, -7]",<class 'list'>,<class 'list'>,14,14
1034,gRubWukr87h4XpmjtuQsCC,"[-17, -9, -17, -11, -16, -7, 11]","[11, 9, -12, -6, -13, -12, -18]",<class 'list'>,<class 'list'>,7,7
1035,DHvKhFpPiCahFSFafUZpk5,"[-5, 5, 0, 7, 1, 7, 3]","[-4, 8, 1, 1, -2, 2, 2]",<class 'list'>,<class 'list'>,7,7
1036,E2HSx3HM3xkD5Dn6Aobkkr,[16],[-17],<class 'list'>,<class 'list'>,1,1
1037,ReQU5TkdzNoCkP6p5bJsRz,"[13, -1, 11, 14]","[-4, 12, 4, 15]",<class 'list'>,<class 'list'>,4,4
1038,8PrnSMuqgsxCJtEtr4bSZc,"[1, -1, 2, 2, 3, 1, 5, -6, 2, 10, -1]","[5, -10, -9, -11, -1, -8, 6, -10, 0, 5, -9]",<class 'list'>,<class 'list'>,11,11
1039,9w97vTG3AaqZrDkYRUzcNk,[-4],[8],<class 'list'>,<class 'list'>,1,1
1040,WzhEnX4zSno38c3UFrvMXo,"[6, 1, 6, 14, 10, 14]","[13, -8, -4, -9, -6, -10]",<class 'list'>,<class 'list'>,6,6
1041,7vy6WnZJr6yQPipgaFcrQW,"[-19, 7, -5, -16, -15, -8, 12, -15, 1, -14]","[-3, -9, 6, -16, 8, -2, -1, 1, 12, -15]",<class 'list'>,<class 'list'>,10,10
1042,iun7rAYvkSZY7mG2pgx8y5,"[-3, 5, -11, -13, -8, 3, -4, -7, 0, -4, 4, -7, -11]","[-15, -15, -6, 6, -10, -8, -6, 1, -17, -17, -9, -6, -9]",<class 'list'>,<class 'list'>,13,13
1043,QMAj8LVugLXGBeKtzigidg,"[-3, -1, -4, 4, 3, -3, -3, 4, 2, 5]","[-5, 1, -3, 3, 0, 1, 3, -2, -4, -1]",<class 'list'>,<class 'list'>,10,10
1044,nWKjToqG8turCqEpxJPDw3,"[13, -11, 6, -5, 10, -4, -3, -17, -8, 8, -1, -8, -7, -13]","[-10, -13, -5, 8, -3, -15, 2, 1, -6, -17, -15, 9, -7, -16]",<class 'list'>,<class 'list'>,14,14
1045,nfEWDGjwc4nthbuCGQcXok,"[-2, -5, 2, 6, -13]","[-8, -6, -3, 0, -12]",<class 'list'>,<class 'list'>,5,5
1046,QEQRP4L3cjRRBqMT4cLjrC,"[1, -3, -9, -6, -4, -6, -9, 4, 2, 2, -6]","[1, 0, -3, -5, -2, -8, -9, -6, -6, -7, 3]",<class 'list'>,<class 'list'>,11,11
1047,ZhorVuhdZVPs7wMf2k68hK,"[-14, -15, -1, 8, 2, -2, -9, -12, 5, -8, -5]","[7, -7, -6, -10, -11, -8, 9, -12, 7, 9, 2]",<class 'list'>,<class 'list'>,11,11
1048,WyuhP6RNLuG2BmhGPJpGXo,"[2, 5, -10, -5, -1, -8, -14]","[0, -6, -9, -7, -3, 1, -3]",<class 'list'>,<class 'list'>,7,7
1049,7sniosE9Rix2k8dTyQicoy,"[3, -15, -11, 8]","[12, 1, -15, -1]",<class 'list'>,<class 'list'>,4,4
1050,e8fs4L6ZDFikdZExLyY4Co,"[-1, 14, 13, -1, 18, 1, 2, -5, 16, 13, 6, -8]","[-6, 14, 1, -6, -9, -3, 14, 3, -3, 9, -5, -1]",<class 'list'>,<class 'list'>,12,12
1051,BDqT28jCP2kc7uQs4d2wKx,"[-1, 3, 9, -3, 5, -2, 5, 5, 14, -2, 2]","[-10, -7, -3, 6, -8, -2, 5, 13, 16, -5, 8]",<class 'list'>,<class 'list'>,11,11
1052,nVe24hp4aQmpX4pqZa47ng,[-9],[-1],<class 'list'>,<class 'list'>,1,1
1053,NhjfKZAn454yhmzNtpKoVv,"[-4, -11, 11, 4, 6, 0, 10, -3, 2, -5, 3]","[-6, 15, -5, 9, 13, -4, -1, -5, -3, 7, 13]",<class 'list'>,<class 'list'>,11,11
1054,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1055,6jKRwkAitYUWPsEvdCmuTV,"[-16, -4, 12, 16, 8, -11, -1, 14, -2, -2]","[11, -11, 6, 11, -1, -3, -14, -12, 5, 13]",<class 'list'>,<class 'list'>,10,10
1056,hhs3FmdpV5htvTXb43Av8i,"[-3, 4, -12, -1, -14, 17, -7, 11, 2, -8, 18, 17, -5]","[-7, 2, 8, 0, -3, -1, -4, 6, 2, 2, 9, 8, 17]",<class 'list'>,<class 'list'>,13,13
1057,7fr5gXwjjRjuYHf3tuxyVW,"[-7, -8, 5, -2, -1, 5, 2, -10, -4]","[-7, -9, -4, -9, -7, -10, -2, 1, 4]",<class 'list'>,<class 'list'>,9,9
1058,HwghsgG3KtbiPk9AUWEncK,"[3, 3, -4, 2, 11, -9, 2, -4, -13, -9, -16, -13]","[-6, -7, -14, 6, -7, -13, -14, 2, 1, 6, -3, 7]",<class 'list'>,<class 'list'>,12,12
1059,WiTdwgJq24ejaApEFJv8sr,"[16, -7, -8, 8, 12, 2, 1, 16, 7, 16, 17, 17, 9, -3]","[18, -10, 3, 8, 4, 2, 7, 4, -10, -9, 9, 8, -6, 10]",<class 'list'>,<class 'list'>,14,14
1060,EStMRL9ywNYjebMepK8Dvt,[8],[-3],<class 'list'>,<class 'list'>,1,1
1061,cxCS6sY6scGSzK6DimBsx9,"[6, -15, 2, 13, 8, 13]","[-12, -10, 4, 9, 15, 6]",<class 'list'>,<class 'list'>,6,6
1062,fTU2cPMRmwstmH8wb9xZLi,"[2, 7, -3, -10, -10, 8]","[-6, 4, -10, 0, 4, -6]",<class 'list'>,<class 'list'>,6,6
1063,8JS8ZZbNwXuSmYhFXWLD8w,"[-4, -15, 0, 3, -4, -8, 11, 0, 3, -15, 12, -9, 0]","[10, -19, 9, -14, 6, -11, -19, -1, -4, -13, -18, -19, -12]",<class 'list'>,<class 'list'>,13,13
1064,Mm78NFbsvbMfvmKd2FuukB,"[-5, 0, 8, -11, -3, 6, 2, -3, -8]","[-11, -7, 8, -6, -7, 0, -2, 1, -12]",<class 'list'>,<class 'list'>,9,9
1065,GS8pexZfbUJTi6nLJ7zuvU,"[-15, 5, 13, 11, -4, -9, -12, -1, -12]","[-8, -15, -13, -12, -19, -19, -16, -16, 5]",<class 'list'>,<class 'list'>,9,9
1066,iVFji9bUNca4WPtgRw58Uy,"[18, 14, 11]","[6, 12, 8]",<class 'list'>,<class 'list'>,3,3
1067,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1068,Lq93xSTgZC3iMPNvmhydZW,"[-15, 9, 2, -2, -3, 13, -11, 7, 2]","[-1, 12, -7, -2, 7, 13, 10, -3, -1]",<class 'list'>,<class 'list'>,9,9
1069,HeiLV3EYhA83aXzjZQyXDt,"[16, -10, -4, 16, -11, 3, 8, -6, 8, -1]","[-10, 5, -1, 14, 16, 13, 6, -14, -7, 11]",<class 'list'>,<class 'list'>,10,10
1070,dGGbW5jNUJzDiaRRGJbFJz,[10],[-3],<class 'list'>,<class 'list'>,1,1
1071,5UwGiWTxGRvxJoTm3m9mQ4,"[9, -16, 8, 8, 15, -2, 17, 2, -7, 5, 12, 14, -4]","[-8, 11, -3, -6, 3, -10, -16, 6, -2, -4, 14, 11, -17]",<class 'list'>,<class 'list'>,13,13
1072,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1073,DjDuYnmG3QzDYBNR7tPUZa,"[-9, -4, -8, -3, 3]","[3, 5, -3, -13, 1]",<class 'list'>,<class 'list'>,5,5
1074,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1075,QeQezGxWCBkCN3H3zgtsiz,"[-12, 2, -9]","[-3, 3, 5]",<class 'list'>,<class 'list'>,3,3
1076,Rc3NmkyjM9Tq6FVvHo44aR,"[9, -14, -6, 3, -8, 2, -7, -7, -8, 8, 4, 13, 1, 14]","[3, -14, -2, -2, 10, -9, -8, 5, -2, 11, 14, 14, -8, 7]",<class 'list'>,<class 'list'>,14,14
1077,mHSbpMsKvbEaoDyojvzn3Z,"[14, 1, 17, 8, 6]","[-7, 14, 3, 8, -8]",<class 'list'>,<class 'list'>,5,5
1078,FRcwgPGREVxRbS39bG6rYv,"[4, 3, -9, -11, -1, 3, -3]","[2, -1, -11, -8, -13, 5, -13]",<class 'list'>,<class 'list'>,7,7
1079,Ytzu6dyhbYLjbGW729dsQQ,"[-2, -6, -3, -5, 5, -14, 2, -15, -10, -14, -7, -15]","[0, -2, -11, 4, -12, -14, -6, 0, -12, -17, -7, 2]",<class 'list'>,<class 'list'>,12,12
1080,PcEdPRq2v7U2wUkHgUgdtS,"[12, 16, -9, -1, 13]","[-5, -1, 12, 17, 13]",<class 'list'>,<class 'list'>,5,5
1081,8wdiiyGo8gPCtAmTCqCh32,"[4, 7, 8, -8, -13, -6, -7, -12, 0, 5, 4, -11]","[-8, -3, -5, -9, 5, 0, -12, -11, 3, -11, -4, -1]",<class 'list'>,<class 'list'>,12,12
1082,L3EFHjr26YeVKwVoFEfj8f,"[-4, -5, 11, -3, 1, -7, 8, 11, 6, -4, -9, 3]","[3, 8, 9, 3, -3, -9, 9, 3, -1, 5, 6, -11]",<class 'list'>,<class 'list'>,12,12
1083,3qGvdkoJpL57NARrZ9niNe,"[8, 9, 9, 4]","[-1, -5, 12, -6]",<class 'list'>,<class 'list'>,4,4
1084,TXk7xAwLJpxaDcurwBMqvh,[11],[-4],<class 'list'>,<class 'list'>,1,1
1085,HJhkpUfRFLfzbxiutfnSDV,"[5, -14, 2]","[-13, -16, -3]",<class 'list'>,<class 'list'>,3,3
1086,EipFKk5Gd4uQBxHbxa2Gj5,"[5, 4, -4, -2]","[-6, -2, -3, 7]",<class 'list'>,<class 'list'>,4,4
1087,nSV8Y9gwap2o3U5TrTHxLd,"[9, 12, -1, 7, 0, 5, 0, 12, 0, 6]","[3, -4, 11, -4, 0, -2, -6, 2, 3, 0]",<class 'list'>,<class 'list'>,10,10
1088,TuVDBDdqCaMm3qJRE6hT3K,"[-1, -4, -4, -6, 6, 3, 7, 4]","[0, 1, -14, 0, -6, -11, -5, -5]",<class 'list'>,<class 'list'>,8,8
1089,mCMwkiYQaiWij4RYNoHr3g,"[-6, -3, -16, 2, -16, -3, -10, -12]","[4, -16, 1, -1, -4, 1, -16, -16]",<class 'list'>,<class 'list'>,8,8
1090,Bnbcdt4LTQ9cutgPTRXwTv,"[-1, 3, -5, -6, 6, -6, 2, 7, 1, 2, -2, 1]","[-3, -5, 10, 2, -1, 2, 9, 7, -2, 5, -2, 11]",<class 'list'>,<class 'list'>,12,12
