,id,td_a,td_b,td_type_a,td_type_b,size_td_a,size_td_b
957,RTt69M67gYuZJZanPTgJ3w,"[-3, -1]","[0, -2]",<class 'list'>,<class 'list'>,2,2
958,WNuCqnkWERTBqSRhZrGBUF,[-11],[8],<class 'list'>,<class 'list'>,1,1
959,nPfauSRPeac9iYPjuSftSP,[-5],[-13],<class 'list'>,<class 'list'>,1,1
960,BnjQ2aGBxzU4iFGwGNC9Sx,"[-1, -11, -12, -17]","[-9, 4, -15, -8]",<class 'list'>,<class 'list'>,4,4
961,D2d6cRQxpiLqTMJff6sPVv,"[4, -3, 6, 0]","[7, 4, 5, -5]",<class 'list'>,<class 'list'>,4,4
962,D7cZfcdSgc6WBjASm7F8Nq,"[-9, 11, 6, -1, 6, -11]","[-7, 6, 1, -4, 5, 4]",<class 'list'>,<class 'list'>,6,6
963,RydWhCTDuktAqv5uDZffAw,"[-13, 2, -2, -1, -10, -6, -13, -6, 4, 5, -6, -13, 3]","[-14, -8, -5, -11, -11, -10, -11, -7, -6, 3, -11, -4, -11]",<class 'list'>,<class 'list'>,13,13
964,guzRBupMamEqUbmdyL8LvR,"[-3, 4]","[-11, -1]",<class 'list'>,<class 'list'>,2,2
965,Y8n9dwXDh2erv4HfrNEhdX,"[6, 12, 5, -8, 13, 8, 15, 8, 3, 13]","[-5, 12, 15, -1, -4, -7, 10, -3, -5, -2]",<class 'list'>,<class 'list'>,10,10
966,Sec8ZmJuWRRSZukWKM6TnT,"[14, 1, 7, -2, -5, -2]","[-2, 10, 9, -3, -1, -2]",<class 'list'>,<class 'list'>,6,6
967,GQB5FvCxsJXbY39VJ7Yf7i,"[-9, -5, 8]","[-11, -14, -9]",<class 'list'>,<class 'list'>,3,3
968,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
969,JLRa4vQJgM5DapNp2xizqM,"[9, 2, -2]","[1, -2, -7]",<class 'list'>,<class 'list'>,3,3
970,Rbi95qc5T2DhnqNDDyQTVH,"[-1, -13, 4, 15, 12, -14, 10, -5, -2, -12, 0, -8, 6, 3]","[16, -9, 7, -11, -12, -1, -2, 6, -12, -1, 10, 11, -13, 4]",<class 'list'>,<class 'list'>,14,14
971,bgFFxfhHJvXvfgq4jwsEwQ,"[3, 5]","[-5, -13]",<class 'list'>,<class 'list'>,2,2
972,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
973,YFsvbxebCsU6MNRuiECe2f,[-3],[-1],<class 'list'>,<class 'list'>,1,1
974,B9LuAnoCskwnSWpdcJXhQV,"[11, -3, -10, 11, 15, -13, -15, -13, -7, 4, -13]","[11, 7, 3, -18, -12, -5, 6, -13, -11, 0, -17]",<class 'list'>,<class 'list'>,11,11
975,DTbHwZ7TjwosiwAKnbd9Da,"[-5, -5, 2, -2, -4, 10, 13, 4, 12, 4, 10]","[9, 4, -6, -7, 1, 2, -6, 11, 11, 2, -2]",<class 'list'>,<class 'list'>,11,11
976,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
977,JvxqwrEhKdpnjrYCp9Svan,"[5, 6]","[-6, 11]",<class 'list'>,<class 'list'>,2,2
978,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
979,Ueo7BBB93PmjJ4m2UwCo8k,"[1, 7, -6]","[-10, 15, 17]",<class 'list'>,<class 'list'>,3,3
980,34odgfcNNCUEbU2MGFZbDk,"[-8, -8, 2, 2, -2, -5]","[-2, -4, -2, -6, 5, 2]",<class 'list'>,<class 'list'>,6,6
981,k2iGPpVLmKNYXL9ToQr2eg,"[11, 4, -4, 13, 2]","[1, 2, -5, -6, 13]",<class 'list'>,<class 'list'>,5,5
982,oCT5c6QFbsuiASbbuPneU4,"[3, -13]","[-5, 10]",<class 'list'>,<class 'list'>,2,2
983,cvFBvt4oRhoWbY8H798i86,"[3, 13, -2, 6, 8, -3, 13]","[14, 10, 11, 1, 3, 11, 2]",<class 'list'>,<class 'list'>,7,7
984,ZqHJDK6AgNeSVCBZUHpsWy,"[11, 7, -10, 6, 9, -9, -10, 9, -9, 10, -12, -1]","[-5, -11, 5, 11, 6, -5, 0, 5, 3, -2, -5, 2]",<class 'list'>,<class 'list'>,12,12
985,WWjhuu9KwifkPDxa83Ju4p,"[-6, -12, 2, -3, -8, -7, -12, 1, 8, 1, 4]","[-1, 6, -6, 8, 5, -6, 4, -3, 9, 1, -3]",<class 'list'>,<class 'list'>,11,11
986,BnnBUpL3J5kMLBnbJy6wTU,"[5, -9, 3, -12, -8, 1, -4]","[-12, -11, -5, 2, -15, -9, -1]",<class 'list'>,<class 'list'>,7,7
987,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
988,oRxdcrcLCQ9af4taNED8hD,"[-10, 4, 0, -12, 11, 13]","[9, 5, -10, -3, 9, -10]",<class 'list'>,<class 'list'>,6,6
989,WWvV2cLtQdFBTraCE7CeHs,"[12, -5, 14, 7, 6, 6, 10]","[14, -4, 1, -5, 3, -5, 8]",<class 'list'>,<class 'list'>,7,7
990,nLjYujbfBvASmWhwpASnRZ,"[5, -10, 14, 13, 6, 0, 14, -11, -6, 13, 11, -7]","[10, -6, 2, -6, -1, 1, 14, 5, 11, 4, -11, -5]",<class 'list'>,<class 'list'>,12,12
991,KXTyoJ9gx3LrjpFcmRF6Kq,"[-9, -13, 0, -15, -14, -12, -10, -15, 3, -7, 2, -14, 2]","[-15, 2, -3, 3, 1, -2, 3, -13, -9, -3, 4, -14, -2]",<class 'list'>,<class 'list'>,13,13
992,hZxCXmdRavBgDigdpePmgP,"[-6, 10, -2, 3, -8, 11, 6, -1, -8, -1, -5, -3]","[-7, -8, 1, 13, -5, 11, -7, 3, -3, 12, 7, -2]",<class 'list'>,<class 'list'>,12,12
993,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
994,SKkSsUY8sncjcC2UmaXg77,"[2, -12, 7, 6, 1, 0, 7, -14]","[12, -3, 11, 0, 10, -10, 7, 9]",<class 'list'>,<class 'list'>,8,8
995,WTVWrgi7MqbqyUKXowurYX,"[-6, -5, -9, -6, -2, -3, -13, 7, 9, -9, -1, 3, 0]","[1, -10, -2, -8, -12, -6, -12, 4, 7, -8, -11, -9, -5]",<class 'list'>,<class 'list'>,13,13
996,BUwoVzvDnf7rjLWDAMPpmU,"[6, 10, -8, -1, -10, -4, -2, 3]","[6, 4, 8, 3, -13, 4, -1, -4]",<class 'list'>,<class 'list'>,8,8
997,ZEyszCMUGvDSKvjd6LE5AB,"[5, 6, -2, 2, 3, 7, 10, 12, 3]","[9, 10, 10, -9, -7, 10, 1, -2, 8]",<class 'list'>,<class 'list'>,9,9
998,Fnhjcyux2L6EvtXZxW5UMQ,"[-3, -1, -3, 3, -3, 0]","[-4, -6, -1, 0, -4, -6]",<class 'list'>,<class 'list'>,6,6
999,3zZqvgwU26WyWZbQHpFwGG,"[2, 15, -7, -1, -11, 1, -4, 17, -3, 12]","[-10, 11, 7, 18, 15, -5, -12, 18, 10, 3]",<class 'list'>,<class 'list'>,10,10
1000,9JHiLRQBomgyamQDiBuVL3,"[5, -7, -12, 8, -6, -13, 0, 8, -11, -14, 6, -18, -16, -1]","[4, -4, -4, -4, 2, -17, -2, -16, 2, 8, -11, -16, -2, -7]",<class 'list'>,<class 'list'>,14,14
1001,KczS77ZLUgHahRENCJ8JPG,"[4, 11, -3, 1, 15, -1, 15, 2, 17, -2, 9, 15, 11, 2]","[0, 0, 9, 13, -3, 12, 14, 13, 6, 11, 7, 9, 4, -6]",<class 'list'>,<class 'list'>,14,14
1002,kWaLWBH46Nj8G8nfLqtcV9,"[-5, -5, 3, 4]","[4, -1, 2, 4]",<class 'list'>,<class 'list'>,4,4
1003,EoufGpGzFnkfgx4mRCCYvy,"[7, -2, 2, 6, -5, -3, -5, -6, 3, -1, 0, 5, -5, 2]","[0, -6, 6, 0, 1, -4, -5, 6, 2, -4, 1, 6, 1, -5]",<class 'list'>,<class 'list'>,14,14
1004,T8CxxtowB3bNWnvw625UWv,"[7, -4, -12, 5, 3, 3, -8, 0, -2, 6]","[-13, -16, 5, -7, -7, -1, 6, 10, 4, 0]",<class 'list'>,<class 'list'>,10,10
1005,akcPQ5JZqQRzyYEETTQfZ2,"[1, 1, -1, -8, 0, -5]","[-1, 4, 5, 1, 4, 6]",<class 'list'>,<class 'list'>,6,6
1006,iMA5mgUjFujCGiT5DgZbZV,"[4, -10, -5, 3, -7, -1, -6, 0, -6, -1, -3, 2, -8]","[-7, -11, 1, -1, -4, -10, -11, 2, -11, -3, 3, -5, 4]",<class 'list'>,<class 'list'>,13,13
1007,VFmwrd4NWK6YqJXftiaUyg,"[-2, -19, -11, -15, -13, -7, -18, 9, 12, -15]","[6, 12, 10, -6, 1, -3, 4, 7, 7, -8]",<class 'list'>,<class 'list'>,10,10
1008,eoGrrR6kQxKwB6WMuUFwdp,"[-8, 4, -16, -11, -16, 1, 3, 3, -15, -9, -9, -5]","[-8, 0, 2, 1, 4, -11, -9, -16, 4, -13, -9, -9]",<class 'list'>,<class 'list'>,12,12
1009,MbPzho2xCmcFpkfM4vwJ6q,"[-5, -14, -11]","[1, -1, -1]",<class 'list'>,<class 'list'>,3,3
1010,4ZzmSrBGEEuQNNCV93oo2e,"[0, 7, -11, 12]","[-17, 6, 10, 5]",<class 'list'>,<class 'list'>,4,4
1011,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1012,Q8snzLGsQa4VMvrTxKgJ7t,"[13, 2, 15, 8, -9, -13, 3, 4, -13, -14, 16, 2]","[9, 8, 0, -8, -2, -16, -17, 6, -14, 16, 1, 7]",<class 'list'>,<class 'list'>,12,12
1013,UPu9FfRLa4PwpWhzMPbfPd,"[2, -8, -7, -17, -8]","[5, 1, 0, -5, -13]",<class 'list'>,<class 'list'>,5,5
1014,VPcmaU3QiNuwZCjhE9rFuu,"[-15, 1, -14, -12, 4, 1, -3, -2, -4, 1]","[4, -12, -10, -1, -7, -3, -15, -4, -16, 2]",<class 'list'>,<class 'list'>,10,10
1015,4UhqmUZyPHdzKveHMu7zvE,"[-4, -3, -1, 3, 3, -2, 0, -4, 2, 3, 1]","[-3, -1, -10, -7, -5, -11, -9, -7, 4, -5, -9]",<class 'list'>,<class 'list'>,11,11
1016,LaN36RXCY7g6hicwZpVG8V,"[-4, 12, 12, -7, 3, -2, 2, 7, 11, -3, 0]","[11, -1, -4, 9, 4, 8, 9, 14, -2, 0, 7]",<class 'list'>,<class 'list'>,11,11
1017,ZqpgU5d5cGQL3DE47ntsoG,"[11, -12, -14, -11, -6, -2, 6, 0, -3]","[10, -2, -10, -4, 8, -4, 10, 8, 8]",<class 'list'>,<class 'list'>,9,9
1018,a9x8mzst74uPA7YSDvs5ra,"[-2, -4, 2, 9, 13, -2, -3, 10]","[8, -6, -8, 2, -7, 5, -5, -9]",<class 'list'>,<class 'list'>,8,8
1019,KV4EvaSLvZVWB2RcHREzbJ,"[-1, -13, -13, -13, -17, -3, -7, -8, -11, -10, 3, 6, -6]","[-13, -15, 1, -14, 6, 0, -8, -7, -3, -1, -15, -14, -4]",<class 'list'>,<class 'list'>,13,13
1020,gEuqroaXMCNtwSKPzjzD6N,"[13, 10, -2, 1, 6, -5, 7, 2, 14, 13, -4]","[14, 14, 1, 4, 5, 1, 7, 13, 14, 10, 8]",<class 'list'>,<class 'list'>,11,11
1021,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1022,nXzeVCmPKNYwQZ5rYXXgSe,"[-9, 1, 0, -5, -4, 0, -5, 1]","[-3, 1, -5, -5, -1, -1, -7, 2]",<class 'list'>,<class 'list'>,8,8
1023,S2SbhP7p33LMpuHvR3KL8U,"[16, 4, 16, 9, -9, 6, 7, 7]","[8, -7, 3, 17, -8, -3, 8, -1]",<class 'list'>,<class 'list'>,8,8
1024,GhHeyewFdVoWQj38iPSJhS,"[0, -11, -3, -10, -12, -13, -16, -11, -11, 7, -2]","[14, -9, -16, 13, 11, 11, 18, -7, -12, 8, -12]",<class 'list'>,<class 'list'>,11,11
1025,Qjcint7naediaZAFErshxc,"[14, -6, -13, -8, 2, 14, 0, 3, -10, -14]","[-3, -1, 7, -7, -6, -15, 10, 2, -8, 6]",<class 'list'>,<class 'list'>,10,10
1026,3u7qctuvLc5GBMTxgNYu62,"[-13, -16, 15, -11, 12, 7, 10, -4, -14, -6]","[0, -6, -9, -13, -3, 5, 6, -9, -9, 15]",<class 'list'>,<class 'list'>,10,10
1027,D3dCTbpn2Hjq4wu8XL22qQ,"[-8, 7, -8]","[11, 10, 2]",<class 'list'>,<class 'list'>,3,3
1028,RQ5qBeUWvwkndVUGfXH85a,"[0, -1, 10]","[-4, -3, -9]",<class 'list'>,<class 'list'>,3,3
1029,FbcSheCvhT9Cocthzfzcdf,"[-1, -15, -4, -8]","[-16, -4, -9, 4]",<class 'list'>,<class 'list'>,4,4
1030,GTdneYd5SpVGJ28dECykbJ,"[-8, -4]","[-2, -5]",<class 'list'>,<class 'list'>,2,2
1031,kpp8pRjf22zX2E4iMBpwus,"[8, 10, 9, -5, 0, -1, -2, -5, -1, -4, 1, 6, 1]","[-3, 13, 9, -2, 0, 12, 12, 4, 1, 3, -1, -4, 3]",<class 'list'>,<class 'list'>,13,13
1032,crvssJkfk5nSAJdaBVnQDM,"[-4, -13, -9, 4]","[-7, -11, 4, 11]",<class 'list'>,<class 'list'>,4,4
1033,A8pJn8gxvr9ffYztXgpBgp,"[5, -5, -5, -2, -5, 1, 2, -3, -2, -4, -4, -5, 4]","[9, -5, 5, -5, -3, 7, 1, 5, 6, -3, 0, 1, 1]",<class 'list'>,<class 'list'>,13,13
1034,PH8ZHZAXek3kTzwMJzb2bH,"[-2, 13, -1, 0, 10, -1]","[4, 12, 8, 12, 10, 10]",<class 'list'>,<class 'list'>,6,6
1035,7wbCxz4PGA9CAKMif4deMP,[4],[-1],<class 'list'>,<class 'list'>,1,1
1036,H5t9Y4qdoNvCFnTuBNHRBD,"[-14, -8, -4, -1, -8, 4, -2, -7, -2]","[-5, 3, -1, -9, -3, -9, -11, -13, -8]",<class 'list'>,<class 'list'>,9,9
1037,JwmWah2WFsUTFbLsWcQuXG,"[-2, 4]","[-4, -1]",<class 'list'>,<class 'list'>,2,2
1038,HK7bHQGqE8RXGFZEtDZjfT,"[8, -10, -8, 5, -15, -1, -2, 1]","[-7, 2, 5, 8, 5, -7, -7, -6]",<class 'list'>,<class 'list'>,8,8
1039,na7WWNWV9YTLmVvsLiyu9t,"[0, 3]","[6, 3]",<class 'list'>,<class 'list'>,2,2
1040,7bwsVgBN9dy6GqUfx9ZkRF,"[1, 9, 0, -8, 9, -2, 6, -8, 0, 6, 4]","[2, -4, 3, -9, -10, -3, 1, -10, -10, -1, 6]",<class 'list'>,<class 'list'>,11,11
1041,RbgAoJn4trnmosFFZ2XA7m,"[-3, 6, -3, -6, 13, 8, 6, 2, -7, -8]","[-6, 4, -6, 1, 11, 8, 7, 4, -7, -5]",<class 'list'>,<class 'list'>,10,10
1042,JvSPBQ4AjZBLLGNhFmFfYn,"[-14, -16, -8]","[-14, -11, 18]",<class 'list'>,<class 'list'>,3,3
1043,SiMLmoon6EJ4Gr57oPzA7P,"[-1, 0, -13, -11, -1, -11, -3, 5, -13, -5, -5]","[2, 2, 4, 1, -2, -7, -8, 2, -12, 1, -14]",<class 'list'>,<class 'list'>,11,11
1044,hiBZn947XBPBbN5fK5KfCf,"[10, 9, 5, 14, -8, 3, 17, 8, 14, 9, -7, -2]","[-7, 11, -6, 5, 11, -3, 15, 17, -4, 7, -7, -8]",<class 'list'>,<class 'list'>,12,12
1045,AWQtrakziPkKAnCnDMAuWb,"[-1, 2, 11, -5, 6, 1, 2, 12, 9, 11, 12, 2, -3]","[0, 1, -4, -1, 9, 1, -4, -4, 9, 0, -4, 4, 6]",<class 'list'>,<class 'list'>,13,13
1046,6d6L7rgRdQV8ZnvRxn7dCr,"[-4, -6, 5, 1, 0, 0, -12, -6, 8]","[1, -9, -12, -7, 3, -8, 2, -8, 5]",<class 'list'>,<class 'list'>,9,9
1047,TqbSpPeEfZaYVFFbREpXbR,"[6, 15, 4, 10, 5, -12, 4, 10, -6, 12, 15]","[15, -12, 2, -13, 14, -6, -1, -14, 1, -9, 5]",<class 'list'>,<class 'list'>,11,11
1048,6DfvgaA7Hjr44d9fmhnRHo,"[-4, -13, -15, -12, -9, 2]","[-15, -8, -2, -12, 1, -13]",<class 'list'>,<class 'list'>,6,6
1049,KLhbncSsJjMKEG5QenHtRv,"[0, -1, 0, 6, 0, -6]","[4, 1, -8, -2, -5, 4]",<class 'list'>,<class 'list'>,6,6
1050,dtHCsy6PEqydf8HtGpy3jr,"[-1, -3, -3, 14, 4, -13, -1, -2, 11, 12, -4, 6]","[3, 5, 8, -2, -9, 13, 13, -7, -6, -3, -8, 3]",<class 'list'>,<class 'list'>,12,12
1051,h5qZiNqWADh3t5yGjQ3esK,"[-6, -2, -4, 4, -3, 3, 3, -5, -6, -2]","[3, 0, -6, -1, 4, 3, 2, -4, 1, 0]",<class 'list'>,<class 'list'>,10,10
1052,FuYtEaFPcL7YYvC5kbTAG4,"[6, 4, 1, 4, -1, 6, 6, 9, -2, 1, 3, -1, 8, 6]","[-3, 5, -6, 4, 8, -1, 2, -2, 4, 3, -6, 4, -3, -2]",<class 'list'>,<class 'list'>,14,14
1053,YFsvbxebCsU6MNRuiECe2f,[-3],[-12],<class 'list'>,<class 'list'>,1,1
1054,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1055,YFsvbxebCsU6MNRuiECe2f,[-3],[14],<class 'list'>,<class 'list'>,1,1
1056,ad6UcWhWP3DVunMMxniQBa,"[-11, 3, -15]","[-13, -2, -1]",<class 'list'>,<class 'list'>,3,3
1057,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1058,EyrFVvPMeB47vxtMsKBcXx,"[-7, -7, -14, -5, 4, -9, -14, 1]","[-12, -7, -8, -15, -15, -7, 1, -16]",<class 'list'>,<class 'list'>,8,8
1059,93ztQRbKYKEwS6xjEcpqnC,[-8],[12],<class 'list'>,<class 'list'>,1,1
1060,RV72U25utTVX3vinPDcWaG,"[9, -5, 1, 8, -5, -1, -4, -1]","[3, 3, 8, 6, 7, -1, -4, 2]",<class 'list'>,<class 'list'>,8,8
1061,ZodTkNh46sxxehMzqiB8vP,"[-12, 6, 0, -7, -4, -11, -14, 6, 3, 10, -13, 10]","[12, 7, -2, 12, -9, 5, -15, -12, 3, -8, 5, -2]",<class 'list'>,<class 'list'>,12,12
1062,5ZxLE7LvHuZnhTNMkiociD,"[12, -5, -13, 9, 0, 5]","[-3, -4, 0, 7, -3, 5]",<class 'list'>,<class 'list'>,6,6
1063,5UvQPSNgWmV99MY6ko5zVM,"[-6, -13, -10, 4, -5, -7, -12, -14, -1, -9, -4, -10]","[-14, -9, 4, 0, 3, -8, -8, 2, -4, 5, 2, -11]",<class 'list'>,<class 'list'>,12,12
1064,ZBYDu2qtBUCjwxVbDLPaHa,"[6, -2, 3, 3, 12, -8, 11, 10, 5, 13, 15, 13]","[2, 11, 14, 11, -6, -7, 1, -4, -4, 4, -2, 14]",<class 'list'>,<class 'list'>,12,12
1065,Fi8A79pneUvDjveRmH8pJZ,"[2, 3, -7, -9, -4, 0, 1, -7, -5, -9, -2, -9, -8, -9]","[-9, -5, -7, 4, 2, -2, -2, 2, 4, 1, -3, 3, -1, 1]",<class 'list'>,<class 'list'>,14,14
1066,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1067,haBwip27turNJG2XxXfmw9,"[1, 18, -12, -1, 16, 15, -4, 10, -5, 14, 11, 17, 12, -14]","[-5, -5, 4, 1, 5, -7, 3, 12, -16, -6, 13, -2, 17, 16]",<class 'list'>,<class 'list'>,14,14
1068,7V7iv4drnip6zJjoR68MgP,"[-1, -2, 13, 10, -1, 12, -13, -13, 1, 6]","[-7, 12, -1, 10, -9, 5, 6, -10, -9, -12]",<class 'list'>,<class 'list'>,10,10
1069,RSoWcZ2jPDGDBwc5xePyER,"[-1, -1, 3, 2, 0, 0, 3, -2, -3, -2, -6, 3, 1, 2]","[0, 1, 3, 1, 0, 3, -4, 3, 3, 2, -5, 0, -3, -1]",<class 'list'>,<class 'list'>,14,14
1070,FTwBKHDgwXeC3Kzy4sBVqB,"[5, -2, 11, -3, -8, 12]","[9, 5, -4, -14, -10, -6]",<class 'list'>,<class 'list'>,6,6
1071,9F44RcmCQyanMS4LU8q6Vs,"[4, -5, -8, -7, 1, -8, -3, -4, -8, -7, -11, -2, 2, 0]","[-6, -6, -9, -10, 3, -3, 0, -10, -3, 4, 2, -8, -5, 0]",<class 'list'>,<class 'list'>,14,14
1072,bdxffJMzVWoGirNb4i8tXU,"[-7, -3, 3, -2, 7, 12, 3]","[10, -2, 9, -8, -9, -6, 4]",<class 'list'>,<class 'list'>,7,7
1073,aq9kSUDp785w5SWv9PdwrF,"[13, -13, -11]","[1, 18, 9]",<class 'list'>,<class 'list'>,3,3
1074,TXk7xAwLJpxaDcurwBMqvh,[11],[-11],<class 'list'>,<class 'list'>,1,1
1075,KMP2bF5Y7LmMoRiLj7rQ39,"[16, 14, -15, 14, 7, -13, 11]","[-12, 13, 14, 16, -1, 7, 16]",<class 'list'>,<class 'list'>,7,7
1076,fBQJbaSjJs8qHgXGSA9mnH,[-18],[-14],<class 'list'>,<class 'list'>,1,1
1077,LMsabTnRhhbH4wJWWDrf2V,"[-4, 2, -5, -11, -9, -1, -6]","[2, -13, -7, -7, 2, -13, 8]",<class 'list'>,<class 'list'>,7,7
1078,EStMRL9ywNYjebMepK8Dvt,[8],[-3],<class 'list'>,<class 'list'>,1,1
1079,LSCcgUJk6uxqatV6J6mZoq,"[-2, -10, 7, -6, -8, 1, -11, -11]","[-9, 5, 9, -3, -3, 8, -7, -10]",<class 'list'>,<class 'list'>,8,8
1080,BRvgGJdSoEPzYsAyaEkRvq,"[17, 17, -13, -1, -18, 17, -7, -9]","[-14, 16, -14, -9, -14, -10, 8, 2]",<class 'list'>,<class 'list'>,8,8
1081,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1082,Jhv2PzAUYMXrKwCvhKYGXQ,"[-11, -11, -8, 0, -13, 12, -13, -5]","[-2, 5, 0, 15, 13, 14, 0, 12]",<class 'list'>,<class 'list'>,8,8
1083,eqBx48Jix3aX78WiWzTNti,[-10],[-9],<class 'list'>,<class 'list'>,1,1
1084,UpLpCLjqumwpKfvusQAEsi,"[7, 2, -4, 6, -5, -8, 6, -9, -6, -6, -7, -10, 5, 3]","[-10, 4, -7, -5, 9, -10, 5, 0, 6, -2, 0, -9, 5, 8]",<class 'list'>,<class 'list'>,14,14
1085,U6LNfjyDBmHGmfXQtR7DW4,"[-4, -9, 13, -10, -4, 2, 8, -2, -1, -8]","[9, 12, 1, -3, -1, 15, 12, -9, -2, -5]",<class 'list'>,<class 'list'>,10,10
1086,TYw2Pc6nbgTywEMcYpG3CQ,"[-16, 7, -3, -7, 10, -3, 2, -7, -13, 1, 1]","[-2, -4, 9, -13, -7, 8, -6, 3, -13, 5, -7]",<class 'list'>,<class 'list'>,11,11
1087,BmsEesx8pWhrEJkdJG8ugs,"[6, 1, -1, 2, -2, 7, 6, 6, 3, -6, -7, 2]","[6, 1, -1, -2, 7, -3, 0, 7, -1, 8, 3, -4]",<class 'list'>,<class 'list'>,12,12
1088,kCp7qaoWkoCagsKo3Jq6Hc,"[6, -1, -3, 4, -9, 2, -9, -3, -3, -7, -8]","[-12, -5, 2, 3, 5, -8, 8, 8, 3, -11, 8]",<class 'list'>,<class 'list'>,11,11
1089,VNumPnYMwBVZLungS4NeqR,"[6, 10, 14, 3, -14, -8, 14, 0]","[-1, 11, -3, -6, 4, 5, -10, -13]",<class 'list'>,<class 'list'>,8,8
1090,m6QNATTcepyv45fyP73cae,"[-5, -4, -1, -7, 1, 3, -2, -10, -5, -8, 5]","[-3, -3, -5, -5, 2, -10, -10, 3, -4, -8, 0]",<class 'list'>,<class 'list'>,11,11
1091,WhA4PifQqMMnhNZ7rir5wJ,"[3, -10]","[-9, -9]",<class 'list'>,<class 'list'>,2,2
1092,DsA8PExFvPWjqGnetg5tXg,"[-3, -12, 2, -12, 1, -3, -5, 4, -2, 6]","[-2, -11, 0, -9, -7, 5, 6, 2, -2, -4]",<class 'list'>,<class 'list'>,10,10
1093,7wbCxz4PGA9CAKMif4deMP,[4],[0],<class 'list'>,<class 'list'>,1,1
1094,7PbqoQZTZ5ZnX4SgYSjFwP,"[2, 4, 1, 2, -1, 2]","[-1, 4, 1, 3, 7, 6]",<class 'list'>,<class 'list'>,6,6
1095,QX2eGsC4iGjiWox9UmSSGX,"[4, -2, 12]","[13, 4, 6]",<class 'list'>,<class 'list'>,3,3
1096,9wAyV6XfQ83v3cEL3HVtJ9,"[-2, 10, -12, 7, -1, 12, 5, -17]","[5, -6, -11, 6, 6, -10, -1, 3]",<class 'list'>,<class 'list'>,8,8
1097,HXpAptKEYkwoDJjWEKeG6Z,"[11, 0, -1]","[-5, -9, 13]",<class 'list'>,<class 'list'>,3,3
1098,HnH8FueNhJdGE9bS8sXbpJ,"[-4, 10, 3, 3, -3]","[-13, 9, 8, -2, -14]",<class 'list'>,<class 'list'>,5,5
1099,oUrnAFh8pyGtALqX5QTZQX,"[-1, 8, 2, 3, 3, 2, -3, 11, 11, 1, 4, -2, 0]","[9, 11, 8, -5, 1, -5, 4, -5, 4, 9, -4, 1, -5]",<class 'list'>,<class 'list'>,13,13
1100,9fptdQqic929uc9cT5ZRAx,"[8, -3, 5, -2, 4, -2, -4]","[-4, 9, 1, -8, 3, 5, -8]",<class 'list'>,<class 'list'>,7,7
1101,Tjzs9oVUcpnFQYsHqCyABS,"[10, -11, -10, 14, -11, 1, -15, -3, 12, -11, -12, 3, 13, -8]","[15, 5, -6, 2, -10, -6, 0, 8, 12, -2, -11, 15, 7, 13]",<class 'list'>,<class 'list'>,14,14
1102,oHfCx2gQVbE9YmKAE4yrga,"[-1, 4, -13, 3, -2]","[-6, -1, 9, 13, -6]",<class 'list'>,<class 'list'>,5,5
1103,2HMP4egwEoFQ6BrCDuTgRX,"[11, -8, -6, 6, -2, -11, 9, 6, -11, -10, -2, 5]","[-10, 0, 12, 2, 11, -3, 13, 11, -4, 5, -7, -6]",<class 'list'>,<class 'list'>,12,12
1104,CNFPTV8FdXKGSNMjWPtoWp,[],[],<class 'list'>,<class 'list'>,0,0
1105,4Vxa6Nyb7GCdHwR3k9a76e,"[3, 1, 1, 1, -6, -5, -5, -3, 3]","[1, 3, -4, -2, 2, -6, -5, -4, -3]",<class 'list'>,<class 'list'>,9,9
1106,BTRQug8gRBabn2GTAKacKe,"[-2, 2, 12]","[-6, -2, 17]",<class 'list'>,<class 'list'>,3,3
1107,SnP3jFTFgYU3iAKsLj738n,"[-10, -12, -14, -7, -4, 3, -2, 4, -16, -10]","[-10, -3, -2, -12, -11, -14, -10, -15, -9, 2]",<class 'list'>,<class 'list'>,10,10
1108,WQQUYtUCr33ya9gxjRvVuk,"[-7, 8, 10, 6, 0, 8, -11, -11, -4, 3, 5, 0]","[9, 9, 10, -5, -11, 4, 10, -7, 6, -10, -7, -13]",<class 'list'>,<class 'list'>,12,12
